tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
398,04:39.9,11:17.9,179,MIT Vassar St,42.35560121,-71.10394478,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,5537,Subscriber,1967,1
478,57:15.8,05:14.0,78,Union Square - Somerville,42.37967148,-71.0954931,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,2584,Subscriber,1968,1
567,20:01.0,29:28.3,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,185,Third at Binney,42.36544486,-71.08277142,4766,Subscriber,1990,1
503,45:58.6,54:22.5,189,Kendall T,42.36242784,-71.08495474,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,5619,Subscriber,1995,1
226,09:47.3,13:33.9,61,Boylston St at Fairfield St,42.348762,-71.082383,134,Boylston St at Dartmouth St,42.350413,-71.07655,3736,Subscriber,1992,1
551,58:55.3,08:06.8,5,Northeastern University - North Parking Lot,42.341814,-71.090179,30,Brigham Circle - Francis St at Huntington Ave,42.33462893,-71.10407918,2754,Subscriber,1996,1
1641,42:30.2,09:52.0,224,Fresh Pond Reservation,42.38267828,-71.14347895,70,Harvard Kennedy School at Bennett St / Eliot St,42.3722168,-71.12188071,3078,Customer,1997,1
5435,35:46.2,06:21.8,174,Washington St at Brock St,42.34895285,-71.16031677,440,Boston Landing,42.35656092,-71.14167538,2025,Customer,1969,0
707,01:22.7,13:10.4,107,Ames St at Main St,42.3625,-71.08822,120,Beacon St at Charles St,42.356052,-71.069849,5999,Subscriber,1952,1
1064,55:34.5,13:18.7,64,Congress St at Sleeper St,42.3510045,-71.04930013,356,Charlestown Navy Yard,42.37412455,-71.054812,3968,Subscriber,1970,1
1101,40:47.7,59:09.6,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,227,Silber Way,42.349496,-71.10057592,3389,Subscriber,1971,2
570,31:19.7,40:50.7,94,Main St at Austin St,42.375603,-71.064608,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,2804,Subscriber,1994,2
611,43:29.1,53:40.7,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,36,Copley Square - Dartmouth St at Boylston St,42.34992828,-71.07739207,3044,Subscriber,1975,1
918,29:52.7,45:10.8,128,E Cottage St at Columbia Rd,42.320561,-71.06198,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,5947,Subscriber,1992,1
904,07:33.8,22:37.9,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,5306,Subscriber,1991,1
1387,40:06.9,03:14.7,139,Dana Park,42.36178044,-71.10809952,100,Davis Square,42.396969,-71.123024,5096,Subscriber,1996,2
377,55:55.8,02:13.8,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,115,Porter Square Station,42.387995,-71.119084,5429,Subscriber,1970,2
1596,53:12.8,19:49.1,411,Dorchester Ave at King St,42.29175622,-71.0625918,206,Government Center - Cambridge St at Court St,42.35980252,-71.05960783,6006,Subscriber,1987,1
517,24:03.1,32:40.7,64,Congress St at Sleeper St,42.3510045,-71.04930013,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,2278,Customer,1991,1
247,33:33.9,37:41.0,6,Cambridge St at Joy St,42.36121165,-71.0653062,23,Boston City Hall - 28 State St,42.35892,-71.057629,4392,Subscriber,1991,1
248,26:52.0,31:00.2,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119728,-71.09759867,3024,Subscriber,1984,1
509,18:57.0,27:26.3,437,Berkshire Street at Cambridge Street,42.37207658,-71.08995434,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,3309,Subscriber,1984,1
839,33:39.3,47:38.5,29,Innovation Lab - 125 Western Ave at Batten Way,42.363732,-71.124565,221,Verizon Innovation Hub 10 Ware Street,42.37250865,-71.11305356,2271,Subscriber,1992,2
570,07:01.1,16:31.4,69,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,19,Park Dr at Buswell St,42.347241,-71.105301,5792,Subscriber,1991,2
69,01:47.5,02:57.4,342,Boylston St at Jersey St,42.34465063,-71.09732501,342,Boylston St at Jersey St,42.34465063,-71.09732501,5509,Customer,1998,2
578,31:25.0,41:03.8,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193,-71.04436085,161,W Broadway at D St,42.3391085,-71.0514432,5130,Subscriber,1980,1
641,53:50.3,04:31.9,5,Northeastern University - North Parking Lot,42.341814,-71.090179,360,Bartlett St at John Elliot Sq,42.3294633,-71.0901582,4008,Customer,1969,0
325,38:25.9,43:51.5,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,99,Wilson Square,42.38567579,-71.11412136,2675,Subscriber,1987,1
505,20:23.9,28:49.8,386,Sennott Park  Broadway at Norfolk Street,42.36860524,-71.09930186,408,Edgerly Education Center,42.38717463,-71.08714389,4061,Subscriber,1988,1
1015,07:21.5,24:16.5,10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,354,Washington St at Egremont Rd,42.34286835,-71.14127841,4747,Subscriber,1990,1
611,58:46.1,08:57.2,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,117,Binney St / Sixth St,42.36608797,-71.08633604,3194,Subscriber,1987,1
1656,00:53.7,28:30.6,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,3184,Subscriber,1986,1
2259,55:50.2,33:30.2,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,71,Conway Park - Somerville Avenue,42.383405,-71.107593,2210,Subscriber,1992,1
545,58:21.3,07:26.8,13,Boston Medical Center - E Concord St at Harrison Ave,42.33639915,-71.07306711,21,Prudential Center - Belvedere St,42.34652004,-71.08065777,3363,Subscriber,1988,1
780,58:40.3,11:41.1,379,Tremont St at W. Dedham St,42.34254914,-71.07421449,342,Boylston St at Jersey St,42.34465063,-71.09732501,4054,Subscriber,1989,1
1309,56:24.8,18:14.5,331,Huntington Ave at Mass Art,42.33658555,-71.09886996,416,Blossom St at Charles St,42.36435589,-71.06959369,4492,Customer,1984,1
181,21:56.8,24:58.2,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,2186,Subscriber,1987,1
639,44:28.6,55:08.6,379,Tremont St at W. Dedham St,42.34254914,-71.07421449,54,Tremont St at West St,42.354979,-71.063348,3736,Subscriber,1993,1
1085,54:34.5,12:40.0,417,Columbus Ave at W. Canton St,42.34474225,-71.07648162,143,EF - North Point Park,42.369885,-71.069957,3114,Subscriber,1964,2
741,01:57.1,14:18.3,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,56,Dudley Square - Dudley St at Warren St,42.32984299,-71.08386572,5182,Subscriber,1995,1
115,30:40.8,32:36.1,36,Copley Square - Dartmouth St at Boylston St,42.34992828,-71.07739207,384,Clarendon St at Newbury St,42.35155308,-71.07569031,5944,Subscriber,1956,1
414,54:30.9,01:25.1,63,Dorchester Ave at Gillette Park,42.34404051,-71.05737627,412,Washington St at Peters Park,42.34303291,-71.0668873,5985,Customer,1969,0
460,59:57.7,07:37.9,377,Perry Park,42.37927325,-71.10341903,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,5663,Subscriber,1996,1
1021,27:56.0,44:57.2,55,Boylston St at Massachusetts Ave,42.347265,-71.088088,159,S Huntington Ave at Heath St,42.32760387,-71.1108917,6088,Subscriber,1975,1
1190,16:18.9,36:09.5,388,Main Street at Carter Street,42.40413,-71.0613,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,6045,Subscriber,1986,1
230,32:05.0,35:55.4,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,70,Harvard Kennedy School at Bennett St / Eliot St,42.3722168,-71.12188071,2426,Subscriber,1994,1
550,12:36.1,21:47.0,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,380,Mass Ave at Albany St,42.36135838,-71.09670274,4873,Subscriber,1997,1
643,20:45.1,31:28.9,79,Beacon St at Washington / Kirkland,42.37842,-71.105668,107,Ames St at Main St,42.3625,-71.08822,2093,Subscriber,1985,1
1020,04:40.2,21:40.4,381,Inman Square at Springfield St.,42.37438409,-71.10015746,81,Chinatown T Stop,42.352409,-71.062679,5081,Subscriber,1976,2
138,02:30.0,04:48.7,206,Government Center - Cambridge St at Court St,42.35980252,-71.05960783,6,Cambridge St at Joy St,42.36121165,-71.0653062,3169,Subscriber,1995,1
185,01:33.8,04:39.4,239,Community Path at Cedar Street,42.39407224,-71.11133695,328,Grove St at Community Path,42.39638681,-71.12011306,4361,Subscriber,1983,1
817,45:32.2,59:09.5,55,Boylston St at Massachusetts Ave,42.347265,-71.088088,131,Jackson Square T Stop,42.32293117,-71.10014141,4401,Subscriber,2001,1
315,39:36.1,44:52.0,189,Kendall T,42.36242784,-71.08495474,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,6131,Subscriber,1994,1
271,25:34.7,30:06.4,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,2934,Subscriber,1980,1
653,08:46.9,19:39.9,41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,4064,Customer,1995,1
530,23:29.6,32:19.7,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,185,Third at Binney,42.36544486,-71.08277142,5425,Subscriber,1990,1
858,05:24.3,19:42.4,107,Ames St at Main St,42.3625,-71.08822,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412,-71.07657015,5196,Subscriber,1974,1
967,17:15.2,33:22.4,225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119728,-71.09759867,6,Cambridge St at Joy St,42.36121165,-71.0653062,3845,Subscriber,1995,2
446,29:42.9,37:09.3,122,Burlington Ave at Brookline Ave,42.345733,-71.100694,331,Huntington Ave at Mass Art,42.33658555,-71.09886996,2342,Subscriber,2000,1
225,01:08.1,04:53.2,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,179,MIT Vassar St,42.35560121,-71.10394478,4958,Subscriber,2000,1
521,16:23.7,25:04.7,360,Bartlett St at John Elliot Sq,42.3294633,-71.0901582,5,Northeastern University - North Parking Lot,42.341814,-71.090179,3473,Subscriber,1997,1
496,44:51.2,53:07.8,329,Washington St at Myrtle St,42.380998,-71.08721308,441,Sullivan Square,42.38445226,-71.07514855,2901,Subscriber,1962,1
320,40:43.0,46:03.5,17,Soldiers Field Park - 111 Western Ave,42.36426344,-71.1182757,70,Harvard Kennedy School at Bennett St / Eliot St,42.3722168,-71.12188071,3812,Subscriber,1991,2
1592,16:29.8,43:02.3,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,3166,Subscriber,1978,1
443,19:18.8,26:42.8,55,Boylston St at Massachusetts Ave,42.347265,-71.088088,39,Washington St at Rutland St,42.3385146,-71.07404083,4675,Subscriber,1984,1
174,57:08.3,00:02.4,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,3035,Subscriber,1991,2
759,28:38.5,41:18.5,235,East Somerville Library (Broadway and Illinois),42.38762811,-71.08318716,225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119728,-71.09759867,2846,Subscriber,1983,1
673,59:18.9,10:32.6,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,5239,Subscriber,1992,1
437,38:36.3,45:53.9,328,Grove St at Community Path,42.39638681,-71.12011306,406,Somerville City Hall Annex,42.39189812,-71.09745376,4658,Subscriber,1995,1
1155,36:01.7,55:17.0,69,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412,-71.07657015,2727,Subscriber,1991,1
1928,21:36.4,53:44.9,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,8,Union Square - Brighton Ave at Cambridge St,42.353334,-71.137313,5738,Subscriber,1988,2
279,59:39.4,04:19.2,33,Kenmore Square,42.348706,-71.097009,19,Park Dr at Buswell St,42.347241,-71.105301,3163,Subscriber,2000,1
972,02:09.8,18:21.8,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,2304,Subscriber,1994,1
481,10:31.0,18:32.3,189,Kendall T,42.36242784,-71.08495474,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,5281,Subscriber,1996,1
788,30:55.6,44:04.6,56,Dudley Square - Dudley St at Warren St,42.32984299,-71.08386572,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,2767,Customer,1999,1
884,37:16.5,52:01.3,370,Dartmouth St at Newbury St,42.35096144,-71.07782811,364,Tremont St at Northampton St,42.3388956,-71.08149976,3132,Subscriber,1996,2
515,18:11.9,26:47.7,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,226,Commonwealth Ave At Babcock St,42.35154735,-71.12126246,3631,Subscriber,1984,1
2169,57:26.7,33:35.9,6,Cambridge St at Joy St,42.36121165,-71.0653062,54,Tremont St at West St,42.354979,-71.063348,2464,Subscriber,1979,1
587,12:58.3,22:46.1,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,330,30 Dane St,42.38100143,-71.10402523,5105,Subscriber,1989,1
701,04:09.2,15:50.8,30,Brigham Circle - Francis St at Huntington Ave,42.33462893,-71.10407918,332,Harvard Ave at Brainerd Rd,42.34953017,-71.13022771,4494,Subscriber,1986,1
608,22:18.5,32:27.4,139,Dana Park,42.36178044,-71.10809952,185,Third at Binney,42.36544486,-71.08277142,4008,Subscriber,1986,1
288,48:10.6,52:59.5,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,4413,Customer,1969,0
419,53:26.4,00:25.8,161,W Broadway at D St,42.3391085,-71.0514432,64,Congress St at Sleeper St,42.3510045,-71.04930013,3736,Subscriber,1996,1
757,12:16.0,24:53.2,69,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,401,High St at Cypress St,42.32538436,-71.12177596,5631,Subscriber,1988,2
146,40:54.7,43:21.4,107,Ames St at Main St,42.3625,-71.08822,141,Kendall Street,42.36356016,-71.08216792,4217,Subscriber,1997,1
1511,14:30.8,39:41.9,107,Ames St at Main St,42.3625,-71.08822,169,Edwards Playground - Main St at Eden St,42.378965,-71.068607,2174,Customer,1969,0
289,30:00.8,34:50.0,11,Longwood Ave at Binney St,42.338629,-71.1065,400,Big Papi Station,42.34734473,-71.10016808,5383,Subscriber,1981,1
440,36:17.9,43:38.3,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,360,Bartlett St at John Elliot Sq,42.3294633,-71.0901582,2943,Subscriber,1997,0
291,36:10.6,41:02.4,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,179,MIT Vassar St,42.35560121,-71.10394478,3391,Customer,1970,2
463,51:36.8,59:20.6,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,3631,Subscriber,2001,1
2126,14:22.3,49:48.8,352,Ring Rd,42.34827839,-71.08044855,197,MLK Blvd at Washington St,42.32143814,-71.09126061,5115,Customer,1983,1
1361,21:29.7,44:10.7,107,Ames St at Main St,42.3625,-71.08822,318,Ames St at Broadway,42.3636929,-71.0875672,6090,Subscriber,1981,1
1569,22:41.6,48:50.7,221,Verizon Innovation Hub 10 Ware Street,42.37250865,-71.11305356,85,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,42.378338,-71.048927,2078,Subscriber,1996,1
536,53:30.1,02:26.7,41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,233,St Mary's,42.34619708,-71.10728681,6155,Subscriber,1998,1
139,48:41.7,51:01.2,427,Washington St at Denton Terr,42.28072815,-71.13423757,341,Roslindale Village - Washington St,42.28630716,-71.12820532,6127,Subscriber,1997,1
183,46:31.7,49:34.9,47,Cross St at Hanover St,42.362811,-71.056067,192,Purchase St at Pearl St,42.354659,-71.053181,5598,Subscriber,1993,1
440,04:27.2,11:47.4,25,South End Library - Tremont St at W Newton St,42.341332,-71.076847,372,Boylston St at Exeter St,42.34958942,-71.07946779,3327,Subscriber,1957,1
363,07:54.8,13:58.2,189,Kendall T,42.36242784,-71.08495474,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,4587,Subscriber,1996,1
586,51:21.0,01:07.6,191,Tappan St at Brookline Hills MBTA,42.33209606,-71.12845883,11,Longwood Ave at Binney St,42.338629,-71.1065,5601,Subscriber,1986,1
1151,34:26.4,53:38.1,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,335,Harvard St at Greene-Rose Heritage Park,42.36599433,-71.09522222,5145,Subscriber,1997,1
496,09:29.3,17:46.2,179,MIT Vassar St,42.35560121,-71.10394478,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,5076,Subscriber,1989,1
426,32:47.6,39:54.3,137,Magoun Square at Trum Field,42.398365,-71.107818,409,Elm St at White St,42.38952436,-71.1169414,5019,Customer,1984,1
128,26:05.0,28:13.9,377,Perry Park,42.37927325,-71.10341903,330,30 Dane St,42.38100143,-71.10402523,3902,Subscriber,1984,1
1204,38:57.4,59:02.2,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,3413,Subscriber,1996,1
1059,32:18.0,49:57.1,328,Grove St at Community Path,42.39638681,-71.12011306,406,Somerville City Hall Annex,42.39189812,-71.09745376,2514,Customer,1969,0
375,13:38.1,19:53.6,100,Davis Square,42.396969,-71.123024,239,Community Path at Cedar Street,42.39407224,-71.11133695,6131,Subscriber,1982,1
796,01:34.9,14:51.0,55,Boylston St at Massachusetts Ave,42.347265,-71.088088,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,5015,Customer,1969,0
386,43:42.9,50:09.3,381,Inman Square at Springfield St.,42.37438409,-71.10015746,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,4716,Subscriber,1980,2
1591,36:28.8,03:00.7,208,Oak Square - 615 Washington St,42.35057,-71.166491,10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,3395,Customer,1969,0
872,10:17.6,24:49.9,117,Binney St / Sixth St,42.36608797,-71.08633604,426,Surface Rd at Summer St,42.3529457,-71.05656401,5793,Subscriber,1997,1
463,09:00.4,16:44.2,117,Binney St / Sixth St,42.36608797,-71.08633604,177,University Park,42.36264779,-71.10006094,4737,Subscriber,1957,1
708,13:29.8,25:17.9,35,Arch St at Franklin St,42.35533502,-71.05822917,94,Main St at Austin St,42.375603,-71.064608,4835,Subscriber,1977,1
618,49:25.8,59:43.9,72,One Broadway / Kendall Sq at Main St / 3rd St,42.36224179,-71.08311072,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,4766,Customer,1991,1
1522,45:07.8,10:30.8,378,191 Beacon St,42.38032335,-71.10878613,404,Mass Ave T Station,42.34135616,-71.08336953,4686,Customer,1969,0
735,30:34.9,42:50.2,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,2619,Subscriber,1963,1
304,06:58.1,12:02.4,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193,-71.04436085,163,The Lawn on D,42.344792,-71.044024,4794,Subscriber,1991,2
652,32:38.9,43:31.1,124,Curtis Hall - South St at Centre St,42.309054,-71.11543,159,S Huntington Ave at Heath St,42.32760387,-71.1108917,5143,Subscriber,1988,2
1305,51:44.5,13:29.6,364,Tremont St at Northampton St,42.3388956,-71.08149976,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,3536,Subscriber,1991,1
836,57:17.2,11:13.9,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193,-71.04436085,60,Charles Circle - Charles St at Cambridge St,42.36079297,-71.07118962,5782,Subscriber,1989,1
515,08:04.3,16:40.3,4,Tremont St at E Berkeley St,42.345392,-71.069616,372,Boylston St at Exeter St,42.34958942,-71.07946779,2513,Subscriber,1989,2
979,50:01.5,06:21.4,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,17,Soldiers Field Park - 111 Western Ave,42.36426344,-71.1182757,2304,Subscriber,1988,1
423,04:11.2,11:14.9,372,Boylston St at Exeter St,42.34958942,-71.07946779,42,Boylston St at Arlington St,42.3525878,-71.06764905,2661,Subscriber,1959,1
